BHK_NO.,SQUARE_FT,LONGITUDE,LATITUDE,PRICE_PER_SQFT,LAT_LONG_INTERACTION,POSTED_BY_Dealer,POSTED_BY_Owner,UNDER_CONSTRUCTION_1,BHK_OR_RK_RK,RERA_1,READY_TO_MOVE_1,RESALE_1,SIZE_CATEGORY_Medium,SIZE_CATEGORY_Large,SIZE_CATEGORY_XLarge
1,374.5318352,18.966114,73.148278,0.10413000000166608,1387.338579451692,True,False,True,False,False,False,True,False,False,False
2,1359.81217,12.9847,77.5491,0.05110999999360206,1006.95179877,False,True,False,False,False,True,True,False,True,False
3,1405.13014,28.546788,77.37849399999999,0.05301999998377375,2208.9074639772716,True,False,False,False,True,True,True,False,True,False
2,1130.247578,13.054202,77.674002,0.03716000000134484,1013.972112256404,True,False,False,False,True,True,True,False,True,False
2,1110.213969,28.5216,77.3863,0.04953999997814836,2207.18109408,True,False,False,False,False,True,True,False,True,False
2,1224.081939,12.9407,77.7466,0.040029999985156224,1006.09542662,False,True,False,False,True,True,True,False,True,False
2,1099.949774,26.9883,75.5846,0.019909999999690894,2039.8998601799997,True,False,False,False,False,True,True,False,True,False
4,2595.508895,28.408144,76.963756,0.03428999999632057,2186.397463228864,True,False,False,False,False,True,True,False,False,True
3,1500.258665,12.87028,74.88056,0.03866000000739872,963.7337737568,False,True,False,False,False,True,True,False,True,False
2,954.0519794,24.69028,78.41889,0.09118999999844243,1936.1843513892002,True,False,False,False,True,True,True,True,False,False
2,1300.2022539999998,23.98,85.35,0.03460999999158593,2046.693,False,True,False,False,False,True,True,False,True,False
2,1199.760048,20.45,85.86667,0.03333999999973328,1755.9734015,False,True,False,False,False,True,True,False,True,False
3,992.6653063,24.69028,78.41889,0.1813300000086847,1936.1843513892002,True,False,False,False,False,True,True,True,False,False
3,1672.240803,13.09,80.27,0.03886999999245922,1050.7342999999998,True,False,False,False,False,True,True,False,True,False
3,1890.17111,28.9196,76.8972,0.0502600000060312,2223.83626512,False,True,False,False,False,True,True,False,True,False
2,1035.196687,26.895619,81.084683,0.024150000008645697,2180.822740703777,False,True,False,False,False,True,True,False,True,False
2,1300.0,9.930471,76.271273,0.042,757.409664659583,True,False,False,False,False,True,True,False,True,False
1,315.07876969999995,28.391441,77.022829,0.03998999999903834,2186.7891052065893,True,False,True,False,True,False,False,False,False,False
3,1888.235294,13.0318,77.6583,0.03400000000211838,1012.02743394,True,False,True,False,True,False,False,False,True,False
2,856.3636364,12.90015,80.22791,0.05499999999766454,1034.9520731865,True,False,False,False,True,True,True,True,False,False
3,2104.457624,13.116079999999998,78.13698000000001,0.05226999999692082,1024.8508806384,True,False,False,False,False,True,True,False,False,True
2,1200.0,22.102094,82.150476,0.025,1815.697542696744,False,True,False,False,False,True,False,False,True,False
2,1250.0,22.280279,70.787991,0.0256,1577.176189329489,False,True,False,False,False,True,True,False,True,False
2,615.5594488,24.69028,78.41889,0.21119000001287933,1936.1843513892002,True,False,True,False,False,False,True,True,False,False
1,600.0600059999999,13.035866,80.135164,0.06666000000006667,1044.6312597920241,True,False,False,False,False,True,True,True,False,False
3,1936.108422,13.0306,77.6485,0.07231000000267547,1011.8065441,True,False,False,False,False,True,True,False,True,False
3,1844.28929,12.96991,77.59796,0.07590999999788536,1006.4385573836,True,False,False,False,False,True,True,False,True,False
2,1215.0,12.872314,77.56647099999999,0.060000000000000005,998.4599705838939,False,True,True,False,True,False,True,False,True,False
3,1082.004556,12.919987,77.489265,0.05267999999068396,1001.160296439555,False,True,False,False,False,True,True,False,True,False
3,1706.207345,30.662283,76.822397,0.03076999999668856,2355.5500775523506,True,False,False,False,True,True,True,False,True,False
2,797.0849465,13.042089,80.124264,0.043909999998977524,1044.987782147496,True,False,False,False,False,True,True,True,False,False
2,1150.306748,22.271018,73.154216,0.026080000010571095,1629.2188613118883,False,True,False,False,False,True,True,False,True,False
2,770.0351744,18.558319,73.77588,0.1051900000063166,1369.1563155457202,True,False,True,False,True,False,False,True,False,False
2,685.9494683999999,19.221571,73.042474,0.26240999999585396,1403.991100006654,True,False,False,False,True,True,True,True,False,False
3,1350.0,28.66667,77.41667,0.042,2219.2781313889,True,False,True,False,True,False,True,False,True,False
2,913.3333332999998,26.900926,75.775927,0.030000000001094894,2038.4426048084017,True,False,False,False,True,True,False,True,False,False
2,1263.523957,28.340575,77.348933,0.025879999994333307,2192.113236856475,True,False,False,False,False,True,True,False,True,False
2,1373.283396,12.9958935,77.761394,0.040049999992863815,1010.5787948355389,False,True,False,False,False,True,True,False,True,False
2,945.1795841,24.586021,80.78740400000001,0.03174000000070463,1986.2408112794842,False,True,False,False,True,True,True,True,False,False
2,1200.300075,28.2102,76.8606,0.02666000000041656,2168.2528981200003,False,True,False,False,False,True,True,False,True,False
2,1200.0,22.2951,73.1686,0.04,1631.30125386,False,True,False,False,False,True,True,False,True,False
3,1553.277415,24.69028,78.41889,0.09657000002153511,1936.1843513892002,True,False,False,False,False,True,True,False,True,False
3,1400.0,12.96991,77.59796,0.056,1006.4385573836,True,False,False,False,False,True,True,False,True,False
3,1817.080557,12.896796,77.5724,0.06604000000865123,1000.4354180304,True,False,False,False,False,True,True,False,True,False
2,1040.041602,18.475864,73.89000899999999,0.057689999981366126,1365.181757242776,True,False,False,False,True,True,True,False,True,False
3,1099.958752,18.52361,73.84778,0.07272999997003524,1367.9274760858002,False,True,False,False,False,True,True,False,True,False
4,2260.981912,28.6423,77.3445,0.061920000003962875,2215.32437235,True,False,False,False,True,True,True,False,False,True
1,595.0516755,19.2836,72.8675,0.09579000000647843,1405.147723,True,False,False,False,False,True,True,True,False,False
2,500.0,19.161955,72.839616,0.22,1395.74944400928,True,False,True,False,True,False,True,False,False,False
2,736.8110816000001,22.54111,88.33778000000001,0.03393000000178064,1991.2316161358,True,False,True,False,False,False,True,True,False,False
2,1142.421935,28.456809000000003,77.099182,0.10503999995413253,2193.9966962302383,True,False,False,False,False,True,True,False,True,False
3,2307.692308,28.392679,77.344375,0.05199999999306666,2196.014011830625,True,False,False,False,True,True,True,False,False,True
2,800.0,22.50686,88.223965,0.0375,1985.6444288999,False,True,False,False,False,True,True,True,False,False
3,1957.202505,10.782597,79.842124,0.03832000000429184,860.905446716028,False,True,False,False,False,True,True,False,True,False
5,2382.978723,21.199481,72.791481,0.05875000000996651,1543.141618421361,False,True,False,False,False,True,True,False,False,True
2,922.8597796,24.69028,78.41889,0.1842099999998743,1936.1843513892002,True,False,False,False,False,True,True,True,False,False
2,1028.162718,22.3,73.2,0.02236999999838547,1632.3600000000001,False,True,False,False,False,True,True,False,True,False
2,1431.068385,30.661104,76.746082,0.045770000012962345,2353.119601794528,True,False,False,False,True,True,True,False,True,False
3,1300.294406,12.90579,77.54264,0.04076000000879801,1000.7490278856001,False,True,False,False,False,True,True,False,True,False
3,1124.96943,13.09,80.27,0.04089000000648906,1050.7342999999998,False,True,False,False,False,True,True,False,True,False
2,923.4219379,19.259463,72.85292700000001,0.1516099999945648,1403.1082519982012,True,False,False,False,False,True,True,True,False,False
2,1419.920651,12.944691,77.627863,0.047890000016627694,1004.8686995253331,True,False,False,False,False,True,True,False,True,False
1,525.099769,19.036377,73.299655,0.0476099999960198,1395.359866549935,False,True,False,False,True,True,True,True,False,False
3,1476.93706,13.34222,77.10167,0.044009999992822985,1028.7074435073998,True,False,True,False,True,False,True,False,True,False
3,1825.922422,30.662283,76.822397,0.031709999999112774,2355.5500775523506,True,False,True,False,True,False,True,False,True,False
3,1100.0,21.0,77.0,0.06,1617.0,False,True,False,False,False,True,True,False,True,False
2,869.8453607999999,22.75,77.72,0.03104000000088292,1768.1299999999999,True,False,False,False,True,True,True,True,False,False
3,781.2057741,21.113125,79.060322,0.07066000000268048,1669.21046092625,True,False,False,False,False,True,True,True,False,False
2,1000.0,28.611588,77.437761,0.03,2215.617313374468,False,True,True,False,False,False,True,True,False,False
1,550.0101854,28.568096,77.390253,0.049089999997661865,2210.892177168288,False,True,False,False,True,True,True,True,False,False
2,1000.0,28.5831,77.2344,0.0195,2207.59857864,False,True,False,False,False,True,True,True,False,False
2,1150.086256,12.986987,77.736436,0.052170000021285357,1009.5620837583319,False,True,False,False,False,True,True,False,True,False
2,722.9832572,13.144144,77.340868,0.05256000000216879,1016.5795060769921,True,False,False,False,False,True,True,True,False,False
2,1038.48947,25.45,81.85,0.04130999999451126,2083.0825,True,False,False,False,True,True,True,False,True,False
2,1033.30902,15.462648000000002,73.804488,0.08226000001432292,1141.2128187642243,True,False,False,False,False,True,True,False,True,False
2,1199.887069,21.0,77.0,0.03542000001335125,1617.0,False,True,False,False,False,True,True,False,True,False
3,1982.441235,30.697795000000003,76.714722,0.07061999999208048,2354.9728094379902,True,False,False,False,False,True,True,False,True,False
2,1000.0,16.714745,74.249043,0.032,1241.053820239035,False,True,False,False,False,True,True,True,False,False
3,1449.912127,23.98,85.35,0.022759999992744386,2046.693,False,True,False,False,False,True,True,False,True,False
2,1050.080775,28.595305,77.347365,0.07428000003142617,2211.771493121325,False,True,False,False,False,True,True,False,True,False
2,1089.126883,13.037343,77.628291,0.055090000014259136,1012.066656270813,False,True,False,False,False,True,True,False,True,False
3,1818.867925,28.576117,77.382136,0.05299999998625519,2211.280972045912,True,False,False,False,True,True,True,False,True,False
3,1725.4128670000002,28.408144,76.963756,0.04056999999177588,2186.397463228864,True,False,False,False,False,True,True,False,True,False
3,1634.229684,12.8706,77.6279,0.06730999998161825,999.1176497399999,True,False,True,False,True,False,True,False,True,False
2,1000.0,12.960634,77.523237,0.045,1004.7503012522579,True,False,False,False,False,True,True,True,False,False
2,911.7986749,19.1955,72.8728,0.16450999999144658,1398.8298324,True,False,False,False,True,True,True,True,False,False
2,1176.792556,22.494831,88.37056700000001,0.07308000000639024,1987.8809700391773,False,True,False,False,False,True,True,False,True,False
2,1125.137212,24.69028,78.41889,0.07287999999061447,1936.1843513892002,True,False,False,False,True,True,True,False,True,False
2,1160.056435,12.919423,77.522774,0.063790000009784,1001.549509439402,True,False,False,False,True,True,True,False,True,False
1,699.408284,19.283359,72.864964,0.08450000000285957,1405.081259334076,True,False,False,False,True,True,True,True,False,False
2,550.0301386,18.96667,72.83333,0.06636000000455249,1381.4057351111,True,False,True,False,True,False,True,True,False,False
4,2300.242131,30.6665,76.8625,0.03303999999641777,2357.10385625,True,False,False,False,False,True,True,False,False,True
3,1180.124224,22.54111,88.33778000000001,0.04829999998373053,1991.2316161358,False,True,False,False,False,True,True,False,True,False
3,4144.086707,30.4571,78.055,0.031370000000340244,2377.3289405,True,False,False,False,True,True,True,False,False,True
2,755.0969041000001,18.712746,74.262791,0.0397300000001417,1389.660745234086,False,True,False,False,True,True,True,True,False,False
2,1050.080775,28.579004,77.431173,0.030950000013094232,2212.905802891692,True,False,False,False,False,True,True,False,True,False
2,1172.256594,22.759741,75.88953199999999,0.030709999998515685,1727.226092931212,False,True,True,False,False,False,True,False,True,False
2,1066.350711,22.288976,73.128222,0.021099999998030666,1629.953185080672,False,True,False,False,False,True,True,False,True,False
2,832.7781478999999,18.673472,73.714564,0.030020000000050437,1376.506846846208,True,False,True,False,False,False,True,True,False,False
2,709.0771938999999,18.590034,73.821076,0.11930999999406412,1372.336312756584,False,False,True,False,True,False,False,True,False,False
3,1895.229983,28.392679,77.344375,0.046959999999113565,2196.014011830625,True,False,False,False,True,True,True,False,True,False
3,1337.593184,22.54111,88.33778000000001,0.046950000008373245,1991.2316161358,True,False,False,False,False,True,True,False,True,False
5,4601.226994,26.86056,80.91583,0.032599999999043734,2173.4445066648,False,True,False,False,False,True,True,False,False,True
3,1697.216565,22.5922,88.484911,0.04418999999566938,1999.0688062941997,True,False,False,False,False,True,True,False,True,False
3,1542.891785,27.073397,75.594316,0.03299000000832852,2046.594928011452,True,False,False,False,False,True,True,False,True,False
1,477.0082045,18.452663,73.93104,0.052410000004517746,1364.22456635952,True,False,True,False,True,False,True,False,False,False
1,500.0,26.938677,81.085782,0.03,2184.3436905904136,False,True,True,False,False,False,True,False,False,False
2,1567.987958,26.8626,75.7633,0.03985999999624997,2035.19922258,True,False,False,False,True,True,True,False,True,False
1,610.0040667000001,21.145892,74.56310699999999,0.1229499999987459,1576.7034078064437,True,False,False,False,False,True,True,True,False,False
3,1521.7391300000002,22.5922,88.484911,0.046000000013142854,1999.0688062941997,True,False,False,False,False,True,True,False,True,False
3,1809.805857,26.906098,75.825254,0.06078000000637637,2040.161714998892,True,False,False,False,False,True,True,False,True,False
2,845.1404425000001,22.72,88.38,0.04022999999789975,2007.9935999999998,False,True,False,False,False,True,True,True,False,False
3,1563.003545,28.507373,77.386719,0.031029999999136276,2206.092063779187,True,False,False,False,True,True,True,False,True,False
3,1386.292835,23.399528,85.357421,0.03851999999697034,1997.323362697288,True,False,True,False,False,False,True,False,True,False
2,1106.19469,28.6396,77.0884,0.14464000003471358,2207.7809406399997,True,False,False,False,False,True,True,False,True,False
2,863.9648131000001,24.6902,78.416,0.06365999999774759,1936.1067232,True,False,False,False,False,True,True,True,False,False
3,1624.187906,18.52361,73.84778,0.080040000002315,1367.9274760858002,True,False,False,False,False,True,True,False,True,False
2,823.3333332999999,22.452032,88.298947,0.030000000001214576,1982.4907836103039,True,False,True,False,False,False,True,True,False,False
4,1550.160866,26.8626,75.7633,0.0341899999944909,2035.19922258,True,False,False,False,False,True,True,False,True,False
2,1350.135014,22.5922,88.484911,0.04443999998358683,1999.0688062941997,True,False,False,False,False,True,True,False,True,False
2,1085.018482,28.494868,77.410298,0.04599000001181547,2205.796223350664,True,False,False,False,True,True,True,False,True,False
1,750.122971,20.75,73.68333,0.04065999999885352,1528.9290975,False,True,False,False,False,True,True,True,False,False
2,594.0940066000001,13.0983,80.1622,0.05723000000384114,1049.98854426,False,True,False,False,False,True,True,True,False,False
2,868.0555555999999,22.617564,88.427982,0.023039999998820355,2000.0255422758482,False,True,False,False,False,True,True,True,False,False
3,2620.221948,28.522931,77.357078,0.06488000000525147,2206.450598155618,True,False,False,False,True,True,True,False,False,True
1,485.790072,19.222101,72.988231,0.1319499999991766,1402.987148093331,True,False,True,False,True,False,False,False,False,False
4,1974.333662,28.4837,77.3049,0.05065000000997805,2201.92958013,True,False,False,False,True,True,True,False,True,False
3,1350.166579,28.5035,77.426447,0.05702999999972596,2206.9247320645,False,True,True,False,True,False,True,False,True,False
3,1330.180313,22.54111,88.33778000000001,0.06766000001685485,1991.2316161358,False,True,False,False,False,True,True,False,True,False
4,2502.737369,22.54111,88.33778000000001,0.06392999999993207,1991.2316161358,True,False,False,False,False,True,True,False,False,True
2,671.9314682999999,18.651598,73.735448,0.07471000000492165,1375.2839344459042,True,False,False,False,True,True,True,True,False,False
3,1755.900979,13.055985,77.622157,0.052109999991064415,1013.433717459645,True,False,True,False,False,False,True,False,True,False
3,2000.0,17.45,78.5,0.035,1369.825,False,True,False,False,False,True,True,False,True,False
3,1880.2679920000005,22.318485,73.162544,0.046270000005403475,1632.87714082584,False,True,False,False,False,True,True,False,True,False
3,1527.973672,28.536585,77.383669,0.042539999995497305,2208.265648030365,True,False,False,False,True,True,True,False,True,False
3,2000.0,21.143354,72.770931,0.049,1538.621555042574,False,True,False,False,False,True,True,False,True,False
2,570.0072546,13.0511,80.2125,0.0964900000063964,1046.8613587500001,False,True,False,False,False,True,True,True,False,False
3,1306.506402,19.239813,72.962722,0.11480999998957525,1403.7891272509862,True,False,False,False,True,True,True,False,True,False
1,760.8366172,21.17,72.83,0.032989999998123125,1541.8111000000001,True,False,True,False,True,False,True,True,False,False
2,968.2299546,28.632614,77.21929899999999,0.03305000000048542,2210.9903816175856,False,True,False,False,False,True,True,True,False,False
3,960.7894053,26.832353,75.841749,0.038510000001974416,2035.012581305397,False,True,True,False,True,False,True,True,False,False
2,1139.130435,25.61,85.14139,0.034499999993416026,2180.4709979,False,False,True,False,True,False,False,False,True,False
2,1179.245283,12.87004,77.673275,0.046640000000746244,999.658156181,False,True,False,False,False,True,True,False,True,False
2,1102.071006,15.2882,73.9903,0.054079999995934935,1131.17850446,False,False,True,False,True,False,False,False,True,False
2,1125.118612,24.69028,78.41889,0.07376999999356512,1936.1843513892002,True,False,False,False,True,True,True,False,True,False
2,899.9742864,26.856919,80.909712,0.038890000002115614,2172.985581497328,False,True,False,False,False,True,True,True,False,False
3,1055.114201,18.5442,73.7948,0.08055999996914077,1368.4655301599998,True,False,False,False,True,True,True,False,True,False
3,1285.275217,28.579004,77.431173,0.03578999998721674,2212.905802891692,False,True,False,False,False,True,True,False,True,False
3,1625.355547,26.898887,81.050618,0.024609999992820035,2180.171414862166,True,False,False,False,False,True,True,False,True,False
2,1372.801373,12.96991,77.59796,0.11654999998313667,1006.4385573836,False,True,False,False,False,True,True,False,True,False
1,622.2222222,23.6667,86.9333,0.018000000000642856,2057.42433111,True,False,False,False,False,True,True,True,False,False
3,1364.25648,28.5041,77.381557,0.036650000005864,2205.6916388837003,True,False,False,False,True,True,True,False,True,False
2,1339.060131,28.431862,77.351104,0.03958000001121682,2199.2359144756483,True,False,False,False,False,True,True,False,True,False
2,960.0,12.928575,77.58572099999999,0.03125,1003.072812877575,False,True,False,False,False,True,True,True,False,False
1,680.1275239,12.96991,77.59796,0.047050000000742505,1006.4385573836,True,False,False,False,False,True,True,True,False,False
3,1281.809614,18.651598,73.735448,0.05304999998229066,1375.2839344459042,True,False,False,False,True,True,True,False,True,False
1,605.0338819,18.651598,73.735448,0.0413199999998215,1375.2839344459042,False,True,False,False,False,True,True,True,False,False
2,725.0580046,19.216097,72.821721,0.10344000000575954,1399.349254442937,False,True,False,False,False,True,True,True,False,False
2,1139.060275,13.141581,77.749756,0.06321000001514405,1021.754716204236,True,False,False,False,False,True,True,False,True,False
3,1459.143969,13.34222,77.10167,0.06167999999457216,1028.7074435073998,False,True,False,False,False,True,True,False,True,False
2,1085.176085,18.475864,73.89000899999999,0.04884000000792498,1365.181757242776,True,False,False,False,False,True,True,False,True,False
2,828.1110116,22.72,88.38,0.02234000000103368,2007.9935999999998,False,True,False,False,False,True,True,True,False,False
2,1150.218542,28.576117,77.382136,0.04346999998196864,2211.280972045912,False,True,False,False,True,True,True,False,True,False
3,2011.397922,28.429614,77.481711,0.059659999986815135,2202.775135789554,True,False,False,False,False,True,True,False,False,True
2,606.575276,28.743724,76.81131500000001,0.16485999999775788,2207.8432384370603,True,False,True,False,True,False,False,True,False,False
2,98.00078401,27.244478000000004,77.782574,0.510199999980592,2119.1456261263725,False,True,False,False,False,True,True,False,False,False
3,1500.535906,21.250659,81.659113,0.018659999996028086,1735.309964605467,False,True,False,False,False,True,True,False,True,False
4,2771.855011,28.560719,77.386208,0.046899999994263766,2210.205741163552,True,False,False,False,True,True,True,False,False,True
2,1208.0622529999998,28.743724,76.81131500000001,0.07838999998951214,2207.8432384370603,True,False,False,False,True,True,True,False,True,False
3,3163.503164,28.526624,77.37671800000001,0.060059999990567416,2207.2965407400325,True,False,False,False,True,True,True,False,False,True
2,772.4137931,23.554673,87.274204,0.02900000000012946,2055.715336555292,True,False,False,False,False,True,True,True,False,False
2,1250.0,18.485487,73.80377299999999,0.056,1364.2986863424508,True,False,False,False,False,True,True,False,True,False
4,1460.209297,28.874383,77.113251,0.04108999999059724,2226.5975437491334,False,True,False,False,False,True,True,False,True,False
2,952.8272415,22.54111,88.33778000000001,0.032009999999564456,1991.2316161358,True,False,True,False,False,False,True,True,False,False
1,4500.0,19.1183,77.09444,0.022,1473.9146322520003,False,True,False,False,False,True,True,False,False,True
2,992.1259843,18.52783,73.875757,0.0634999999969258,1368.75746681731,True,False,True,False,True,False,True,True,False,False
3,1314.108414,18.669919,73.853723,0.054789999997671424,1378.843026258437,False,True,False,False,False,True,True,False,True,False
2,900.1895135999999,26.946108,75.802454,0.03165999999936014,2042.581112149032,False,True,False,False,False,True,True,True,False,False
3,991.7755201,22.337395,73.225215,0.041339999999058255,1635.6605514149253,True,False,True,False,True,False,False,True,False,False
2,1339.915374,21.17,72.83,0.02126999999628335,1541.8111000000001,False,True,False,False,False,True,True,False,True,False
2,573.6224029,26.16667,75.78333,0.022139999999640878,1982.9973876111,False,False,True,False,True,False,False,True,False,False
3,1911.764706,21.17,72.83,0.027199999998326153,1541.8111000000001,True,False,False,False,False,True,True,False,True,False
3,2192.476344,22.622515,88.450275,0.0433300000066044,2000.967672941625,True,False,False,False,False,True,True,False,False,True
3,1284.895544,28.429614,77.481711,0.054090000019487966,2202.775135789554,True,False,True,False,True,False,False,False,True,False
2,1159.678858,23.5105,86.5064,0.0224200000031388,2033.8087172,False,True,False,False,False,True,True,False,True,False
3,1879.951658,13.010349,77.712151,0.07447000001528763,1011.062206050699,False,True,True,False,True,False,True,False,True,False
2,1095.156972,25.879721,86.587391,0.04109000001873704,2240.857521197911,False,True,False,False,False,True,True,False,True,False
2,1144.86338,18.5333,73.9,0.13101999995842298,1369.6108700000002,True,False,False,False,False,True,True,False,True,False
3,1596.933887,19.042483,73.06637099999999,0.09392999999629917,1391.365127639193,True,False,False,False,False,True,True,False,True,False
2,1298.9824640000002,12.96991,77.59796,0.09237999998127765,1006.4385573836,False,True,False,False,False,True,True,False,True,False
2,850.0991782,22.5922,88.484911,0.03529000000155511,1999.0688062941997,True,False,False,False,False,True,True,True,False,False
1,1066.85633,19.161955,72.839616,0.11248000000149973,1395.74944400928,True,False,False,False,False,True,True,False,True,False
1,490.1960784,26.16667,75.78333,0.0204000000013056,1982.9973876111,False,True,False,False,False,True,True,False,False,False
3,1817.580965,26.86056,80.91583,0.06051999999900967,2173.4445066648,True,False,False,False,False,True,True,False,True,False
2,966.7812142,18.669919,73.853723,0.04365000000017584,1378.843026258437,True,False,True,False,True,False,True,True,False,False
2,806.0033352,12.96991,77.59796,0.035979999999384615,1006.4385573836,False,True,False,False,True,True,True,True,False,False
2,1032.608696,12.91716,80.19287,0.04599999998450526,1035.8641326492,True,False,False,False,False,True,True,False,True,False
2,1095.156972,28.584466,77.314369,0.04109000001873704,2209.989951991954,False,True,False,False,False,True,True,False,True,False
3,1150.180743,11.908735,79.476118,0.06085999998349825,946.46002809073,False,True,False,False,False,True,True,False,True,False
3,1555.209953,12.96991,77.59796,0.05144000001136824,1006.4385573836,False,True,False,False,False,True,True,False,True,False
2,1013.638039,21.17,72.83,0.02713000000190403,1541.8111000000001,True,False,True,False,True,False,True,False,True,False
2,1325.181758,28.394375,77.35722700000001,0.030260000002203472,2196.5101123981253,True,False,False,False,False,True,True,False,True,False
2,1270.186899,12.9407,77.7466,0.055109999996937456,1006.09542662,True,False,True,False,True,False,True,False,True,False
3,1899.972059,28.506454,77.40956800000001,0.03579000000441585,2206.672289351872,True,False,False,False,False,True,True,False,True,False
3,2480.442664,30.661104,76.746082,0.052409999991840164,2353.119601794528,True,False,False,False,True,True,True,False,False,True
3,1500.0,21.17,72.83,0.03,1541.8111000000001,False,True,False,False,False,True,True,False,True,False
2,1156.0,17.7,83.2167,0.024999999999999998,1472.93559,False,True,False,False,False,True,True,False,True,False
2,800.0,23.25,77.41667,0.0325,1799.9375774999999,False,True,False,False,False,True,True,True,False,False
3,1200.120012,22.29691,70.79836,0.06666000000006665,1578.5846610676,False,True,False,False,False,True,True,False,True,False
2,1000.0,26.766594,80.949809,0.035,2166.750671880546,False,True,True,False,True,False,True,True,False,False
2,1167.618059,19.1649,72.9608,0.15416000002103428,1398.28643592,True,False,False,False,False,True,True,False,True,False
2,1149.865849,28.21,76.87,0.026089999999643437,2168.5027,False,True,False,False,False,True,True,False,True,False
2,1084.444444,28.429614,77.481711,0.04500000001844262,2202.775135789554,True,False,True,False,True,False,False,False,True,False
3,1775.147929,12.925027,80.235348,0.047319999999842266,1037.044039254396,True,False,False,False,False,True,True,False,True,False
2,804.0809268999999,21.15389,79.08306,0.057829999996732925,1672.9143521034,False,True,True,False,True,False,True,True,False,False
2,1454.349583,16.3422,80.4911,0.03712999998845532,1315.4016544199999,False,True,False,False,False,True,True,False,True,False
3,1730.1038059999998,27.215343,77.980824,0.04913000000648517,2122.274872582632,False,True,False,False,False,True,True,False,True,False
