BHK_NO.,SQUARE_FT,LONGITUDE,LATITUDE,PRICE_PER_SQFT,LAT_LONG_INTERACTION,POSTED_BY_Dealer,POSTED_BY_Owner,UNDER_CONSTRUCTION_1,BHK_OR_RK_RK,RERA_1,READY_TO_MOVE_1,RESALE_1,SIZE_CATEGORY_Medium,SIZE_CATEGORY_Large,SIZE_CATEGORY_XLarge
2,1220.362622,59.912884,10.741975,0.028680000000852204,643.5827021059,False,True,False,False,False,True,True,False,True,False
2,936.0649947,13.141581,77.749756,0.05662000000009187,1021.754716204236,False,True,False,False,False,True,True,True,False,False
2,750.0,22.299283,73.225852,0.032,1632.883996664116,False,True,False,False,False,True,True,True,False,False
3,745.123822,28.431862,77.351104,0.045630000002872005,2199.2359144756483,True,False,False,False,True,True,True,True,False,False
3,1800.327332,30.662283,76.822397,0.030550000004110362,2355.5500775523506,False,True,False,False,False,True,True,False,True,False
2,1188.033265,24.69028,78.41889,0.18517999998931006,1936.1843513892002,True,False,True,False,True,False,True,False,True,False
2,1000.0,24.69028,78.41889,0.13,1936.1843513892002,True,False,True,False,False,False,True,True,False,False
2,1395.139514,12.8458,77.6727,0.06665999999767766,997.7679696600002,True,False,False,False,True,True,True,False,True,False
3,1025.01025,24.168656,77.092671,0.024390000002439,1863.2262455201758,False,True,False,False,False,True,True,False,True,False
3,2000.0,17.45,78.5,0.035,1369.825,True,False,True,False,False,False,True,False,True,False
2,1030.927835,19.124896,72.89350300000001,0.261900000013095,1394.0806639506882,True,False,False,False,False,True,True,False,True,False
2,735.0216182999999,19.957301,73.839897,0.08094999999811571,1473.6450502379969,True,False,False,False,False,True,True,True,False,False
2,999.1311902999998,21.31694,72.87778,0.011509999999646695,1553.5312635932,False,True,False,False,False,True,True,True,False,False
3,1040.041602,13.0961,80.235,0.09614999996894355,1050.7655835,False,True,False,False,False,True,True,False,True,False
3,1500.258665,12.87028,74.88056,0.03866000000739872,963.7337737568,False,True,False,False,False,True,True,False,True,False
3,1458.830549,30.65,76.82,0.03351999999830001,2354.533,True,False,False,False,False,True,True,False,True,False
2,1000.0,16.214663,74.333985,0.03,1205.3005162220552,False,True,False,False,True,True,True,True,False,False
3,2007.083825,20.353795,85.82101999999999,0.04235000000560515,1746.7834477709,False,True,False,False,False,True,True,False,False,True
2,837.8378378,22.58,88.42,0.018500000000835484,1996.5236,False,True,False,False,False,True,True,True,False,False
3,1900.078239,12.972015,77.56302099999999,0.08946999997719568,1006.148671857315,False,True,False,False,False,True,True,False,True,False
1,741.6432696,19.05871,72.89969,0.1887699999967747,1389.3740507999003,True,False,False,False,False,True,True,True,False,False
3,980.0918836,23.185756,77.498465,0.032650000000469345,1796.86049986454,False,True,False,False,True,True,True,True,False,False
3,1330.066503,12.90579,77.54264,0.057140000013969225,1000.7490278856001,False,True,False,False,True,True,True,False,True,False
4,1212.121212,13.0389,80.2258,0.090750000009075,1046.0561836200002,False,True,False,False,False,True,True,False,True,False
3,1209.880995,12.968,80.1502,0.055460000014298926,1039.3877936,True,False,True,False,False,False,False,False,True,False
3,1617.155915,22.5922,88.484911,0.05688999999731009,1999.0688062941997,True,False,False,False,False,True,True,False,True,False
2,700.0840101,22.46493,88.351662,0.07141999999808309,1984.81390221366,False,True,False,False,False,True,True,True,False,False
2,1189.846642,26.351855,86.326143,0.018909999999815102,2274.854003045265,False,True,False,False,False,True,True,False,True,False
3,1205.073996,30.712867,76.648557,0.01891999999641516,2354.0969368829187,True,False,False,False,True,True,True,False,True,False
3,1650.246305,30.662283,76.822397,0.04060000001030149,2355.5500775523506,True,False,True,False,True,False,True,False,True,False
2,990.0990099,26.4725,80.33111,0.04343000000004343,2126.565309475,False,True,False,False,False,True,True,True,False,False
2,1180.106772,16.319257,80.423913,0.03558999998688254,1312.458505192641,True,False,False,False,False,True,True,False,True,False
2,1082.206035,28.577673,77.389781,0.04805000001686371,2211.619854959613,True,False,False,False,True,True,True,False,True,False
3,1585.014409,21.17,72.83,0.034700000004858005,1541.8111000000001,True,False,False,False,True,True,True,False,True,False
2,1080.175303,30.662283,76.822397,0.03878999999688013,2355.5500775523506,True,False,False,False,True,True,True,False,True,False
3,2125.480154,15.384909,73.850001,0.007809999998710881,1136.1755450349092,True,False,True,False,True,False,True,False,False,True
3,2100.134409,13.0189,77.5963,0.11903999997744907,1010.21847007,False,True,False,False,False,True,True,False,False,True
3,2061.698228,19.1759,72.9522,0.13096000002964545,1398.92409198,True,False,False,False,True,True,True,False,False,True
4,2104.581512,28.568096,77.390253,0.06177000000178657,2210.892177168288,True,False,False,False,False,True,True,False,False,True
1,469.924812,12.95161,80.14097,0.0532000000034048,1037.9545884617,False,True,False,False,False,True,True,False,False,False
1,419.8152813,26.217051,86.396117,0.047639999997303575,2265.051405590967,False,True,False,False,False,True,True,False,False,False
3,1732.201628,28.9196,76.8972,0.05773000000898279,2223.83626512,True,False,False,False,False,True,True,False,True,False
4,3866.666667,28.526624,77.37671800000001,0.07499999999353449,2207.2965407400325,True,False,False,False,True,True,True,False,False,True
3,1735.015773,30.662283,76.822397,0.03169999999763691,2355.5500775523506,True,False,False,False,False,True,True,False,True,False
3,1700.013077,18.097689000000003,74.735239,0.0764700000010647,1352.5351127626714,True,False,False,False,True,True,True,False,True,False
2,1245.048104,12.96991,77.59796,0.0883500000093169,1006.4385573836,True,False,False,False,True,True,True,False,True,False
3,1700.1545600000002,9.587839,76.543091,0.0388199999887069,733.8828330703491,False,True,False,False,False,True,True,False,True,False
2,735.2941176,22.648322,88.4431525,0.0238000000015232,2003.088996515105,False,True,False,False,False,True,True,True,False,False
1,380.016214,24.69028,78.41889,0.19736000001305207,1936.1843513892002,True,False,False,False,False,True,True,False,False,False
2,1130.143034,18.452663,73.93104,0.05662999998635571,1364.22456635952,True,False,False,False,False,True,True,False,True,False
2,1152.308252,21.17,72.83,0.02750999998913485,1541.8111000000001,True,False,True,False,True,False,True,False,True,False
2,1060.029957,24.69028,78.41889,0.08679000003015953,1936.1843513892002,True,False,False,False,False,True,True,False,True,False
3,1602.866302,18.973908,73.02510600000001,0.10606000000616396,1385.5716429342483,True,False,False,False,False,True,True,False,True,False
2,952.0182787999998,14.433329999999998,79.96667,0.026259999998647088,1154.1853371110997,False,True,False,False,False,True,True,True,False,False
2,1150.306748,22.328394,73.176639,0.026080000010571095,1633.9168271877659,False,True,False,False,False,True,True,False,True,False
2,863.4431456,24.69028,78.41889,0.3011199999964422,1936.1843513892002,True,False,True,False,True,False,True,True,False,False
2,1200.0,22.77722,73.62028000000001,0.0175,1676.8653140216002,False,True,False,False,False,True,True,False,True,False
4,2120.093011,22.281215,70.789479,0.14621999996772783,1577.275601336985,True,False,False,False,True,True,True,False,False,True
4,3418.803419,22.760061,75.928572,0.04094999999764538,1728.138930362892,False,False,False,False,True,True,False,False,False,True
4,2242.7944260000004,19.062792,72.85551,0.41912000007797406,1388.82943318392,True,False,True,False,True,False,True,False,False,True
3,1600.0,30.719387,76.801688,0.075,2359.300775925256,True,False,False,False,False,True,True,False,True,False
3,1517.2413789999998,18.549645,73.924971,0.07250000001482955,1371.2819686852952,True,False,False,False,False,True,True,False,True,False
3,1207.5471699999998,22.53028,88.33417,0.1324999999792969,1990.1935836676,True,False,True,False,False,False,False,False,True,False
2,1110.053917,22.312063,72.674296,0.03152999999728842,1621.513470832648,False,True,False,False,False,True,True,False,True,False
2,1005.025126,24.69028,78.41889,0.0338299999874829,1936.1843513892002,True,False,True,False,False,False,True,False,True,False
1,650.1950585,20.591323000000003,72.935906,0.02307000000062289,1501.8467987436381,False,True,False,False,False,True,True,True,False,False
2,1300.169587,12.863421,77.652405,0.03538000000918341,998.8755771775051,True,False,False,False,False,True,True,False,True,False
2,1020.082882,12.822566,77.667346,0.031369999991824195,995.894670129836,True,False,False,False,False,True,True,False,True,False
2,1263.335205,27.04965,80.851214,0.03561999999833773,2186.9970407751,True,False,False,False,False,True,True,False,True,False
3,1301.385593,24.69028,78.41889,0.1306299999895573,1936.1843513892002,True,False,False,False,True,True,True,False,True,False
2,493.5612689,24.69028,78.41889,0.2228700000005207,1936.1843513892002,True,False,False,False,True,True,True,False,False,False
2,1200.120012,21.372623,73.254962,0.033330000000033326,1565.6506857053262,False,True,False,False,False,True,True,False,True,False
3,842.4226301000001,19.1759,72.9522,0.22554000000860136,1398.92409198,True,False,True,False,True,False,False,True,False,False
2,567.8131084,18.96,72.82,0.24655999998748881,1380.6671999999999,True,False,False,False,True,True,False,True,False,False
3,1400.147384,26.900926,75.775927,0.040709999998114484,2038.4426048084017,False,True,False,False,True,True,True,False,True,False
3,1731.601732,13.070052,77.62715,0.069299999984061,1014.5908871118,True,False,False,False,False,True,True,False,True,False
2,779.1017415,22.478796,88.282875,0.04364000000120652,1984.4927374185,False,True,False,False,False,True,True,True,False,False
2,861.2590041000001,22.54111,88.33778000000001,0.03192999999893992,1991.2316161358,True,False,False,False,False,True,True,True,False,False
2,579.017841,19.161955,72.839616,0.2763299999939035,1395.74944400928,True,False,True,False,True,False,True,True,False,False
2,1200.0,16.51667,80.61667,0.0375,1331.5189348889,False,True,False,False,False,True,True,False,True,False
3,1465.320742,17.80268,83.35613599999999,0.030710000008994615,1483.9626152444798,True,False,False,False,False,True,True,False,True,False
2,1139.473684,17.546483,78.480303,0.03800000000702078,1377.0533024243489,True,False,True,False,True,False,False,False,True,False
2,1000.0,21.201983,81.374348,0.02,1725.2975429320838,False,True,False,False,False,True,True,True,False,False
3,2445.5711300000003,12.80009,77.71181999999999,0.03353000000453881,994.7182900637999,False,True,False,False,False,True,True,False,False,True
3,789.7426368,18.510418,73.781944,0.10763000000153974,1365.7346242925921,True,False,False,False,False,True,False,True,False,False
2,790.0280899,13.930233,75.69223199999999,0.05695999999910889,1054.4104280500558,False,True,False,False,False,True,True,True,False,False
2,1050.175029,19.309959,84.78292900000001,0.04285000000699883,1637.154882889911,False,True,False,False,True,True,True,False,True,False
3,1619.810091,9.97833,76.28361,0.05371000000764904,761.1830341712999,True,False,False,False,False,True,True,False,True,False
2,1100.046318,18.96667,72.83333,0.0863599999795645,1381.4057351111,True,False,False,False,True,True,True,False,True,False
2,1210.235131,28.182568,76.809055,0.02892000000948576,2164.67641555324,True,False,False,False,False,True,True,False,True,False
2,739.5608147,19.1759,72.9522,0.17577999998922875,1398.92409198,True,False,True,False,True,False,True,True,False,False
3,1550.387597,21.17,72.83,0.019349999998742252,1541.8111000000001,False,True,False,False,False,True,True,False,True,False
2,787.6923077,16.872279000000002,74.576673,0.40624999999603273,1258.2784337477672,True,False,False,False,False,True,True,True,False,False
3,1000.0,28.40473,77.367514,0.042,2197.60334594122,True,False,False,False,True,True,True,True,False,False
3,1450.0,21.17,72.83,0.032,1541.8111000000001,True,False,True,False,False,False,True,False,True,False
2,1170.177198,31.634005,74.81233,0.029910000006682747,2366.61362128165,False,True,False,False,False,True,True,False,True,False
2,1600.0,12.96991,77.59796,0.0625,1006.4385573836,False,True,False,False,False,True,True,False,True,False
4,2269.825507,12.915026,77.668562,0.07049000000509731,1003.0914976126119,True,False,False,False,False,True,True,False,False,True
3,1391.546356,19.139348,72.820458,0.28744999997686027,1393.736087181384,True,False,False,False,False,True,True,False,True,False
2,799.7148967,12.265026,76.62469,0.07014999999561719,939.80381509194,True,False,False,False,False,True,True,True,False,False
2,1050.030883,24.69028,78.41889,0.08095000002014227,1936.1843513892002,True,False,False,False,True,True,True,False,True,False
2,1135.714286,26.832353,75.841749,0.02799999999295598,2035.012581305397,True,False,False,False,False,True,True,False,True,False
1,468.0187207,19.249861,72.96386600000001,0.15384000001605064,1404.5442785226262,True,False,True,False,True,False,True,False,False,False
2,480.4532578,19.076057,73.097319,0.08824999999823083,1394.408623791183,True,False,True,False,True,False,False,False,False,False
3,1450.220602,18.5956,73.7981,0.052130000012232613,1372.3199483600001,True,False,False,False,False,True,True,False,True,False
2,862.5026953,19.221571,73.042474,0.13913000000337505,1403.991100006654,True,False,True,False,True,False,True,True,False,False
2,851.5463917999999,12.9206,80.1372,0.04849999999729903,1035.4207063200001,True,False,False,False,False,True,True,True,False,False
2,1305.057096,19.038205,73.06612,0.122600000023294,1391.0477711146,True,False,False,False,False,True,True,False,True,False
3,1786.004221,13.055985,77.622157,0.061590000016019004,1013.433717459645,False,True,False,False,False,True,True,False,True,False
3,1649.87843,28.638934000000003,77.32645699999999,0.05758000000036367,2214.547298476838,False,True,False,False,False,True,True,False,True,False
2,1150.234742,28.576117,77.382136,0.042599999992001626,2211.280972045912,False,True,False,False,True,True,True,False,True,False
3,1210.9589039999998,22.7,88.45,0.036500000003303175,2007.815,True,False,False,False,False,True,True,False,True,False
2,757.8947368,26.91868,75.750399,0.03800000000211111,2039.1007505533198,False,False,False,False,True,True,False,True,False,False
3,1419.656786,26.832353,75.841749,0.03205000000612824,2035.012581305397,True,False,False,False,False,True,True,False,True,False
3,1900.029231,30.382066,78.123734,0.034210000003942045,2373.560442554444,True,False,False,False,False,True,True,False,True,False
2,840.8234271,12.9182,80.0824,0.03448999999919246,1034.5204596800002,False,True,False,False,False,True,True,True,False,False
2,1250.0,28.431862,77.351104,0.0312,2199.2359144756483,True,False,False,False,False,True,True,False,True,False
1,548.5479613,19.88,74.48,0.03408999999869291,1480.6624,False,True,False,False,False,True,True,True,False,False
1,1060.147122,13.23,77.7,0.04622000001995949,1027.971,True,False,False,False,True,True,True,False,True,False
2,650.0426257,21.0,77.0,0.046920000003316704,1617.0,False,True,False,False,False,True,True,True,False,False
3,2181.241325,22.54111,88.33778000000001,0.05042999999094552,1991.2316161358,False,True,False,False,False,True,True,False,False,True
3,2243.060765,29.4355,76.9531,0.013330000001136837,2265.1529750500004,False,True,False,False,True,True,True,False,False,True
3,1965.090741,12.9506,77.5952,0.08650999999801028,1004.90439712,False,True,False,False,False,True,True,False,True,False
3,1879.993733,13.024599,77.70444300000001,0.06383000001202664,1012.0692105933572,False,True,False,False,False,True,True,False,True,False
2,1232.0,13.0306,77.6485,0.0625,1011.8065441,True,False,False,False,True,True,True,False,True,False
4,2353.336695,13.141581,77.749756,0.05949000000614022,1021.754716204236,True,False,True,False,True,False,True,False,False,True
3,1622.247972,30.725549,76.755804,0.08630000001010943,2358.364216836396,True,False,False,False,False,True,True,False,True,False
2,1350.438893,30.657375,76.85385500000001,0.02961999999210627,2356.1374529306254,False,True,False,False,False,True,True,False,True,False
2,704.0166,19.161955,72.839616,0.2698799999886366,1395.74944400928,True,False,True,False,True,False,False,True,False,False
3,1896.964856,12.96991,77.59796,0.05008000000607286,1006.4385573836,True,False,False,False,False,True,True,False,True,False
2,1150.040118,28.9196,76.8972,0.037389999989548194,2223.83626512,True,False,False,False,False,True,True,False,True,False
3,1830.4431600000005,22.31055,73.1695,0.031139999998688835,1632.451788225,True,False,False,False,False,True,True,False,True,False
2,1500.019737,20.742166,80.104602,0.2533300000171931,1661.542952047932,True,False,False,False,False,True,True,False,True,False
2,946.8114731,22.835481,86.221099,0.035910000001034,1968.900268013619,False,True,False,False,False,True,True,True,False,False
3,1064.837498,18.651598,73.735448,0.06122999999761466,1375.2839344459042,True,False,False,False,True,True,True,False,True,False
2,1185.146168,22.54111,88.33778000000001,0.07594000000175506,1991.2316161358,False,True,False,False,False,True,True,False,True,False
2,1416.470588,28.506454,77.40956800000001,0.04250000000705981,2206.672289351872,True,False,False,False,True,True,True,False,True,False
3,1639.393939,20.45,85.86667,0.03300000000792976,1755.9734015,True,False,True,False,True,False,True,False,True,False
2,930.0595238,15.492375,79.977829,0.026880000000275253,1239.0465185538749,False,True,False,False,False,True,True,True,False,False
2,999.000999,21.119996,79.05027199999999,0.10010000000010011,1669.541428438912,True,False,False,False,False,True,True,True,False,False
2,1401.755241,18.957085,72.823163,0.16408000004046355,1380.514890959855,True,False,False,False,False,True,True,False,True,False
1,700.0,24.69028,78.41889,0.05,1936.1843513892002,True,False,False,False,True,True,True,True,False,False
3,1979.293544,28.66667,77.41667,0.06568000001519733,2219.2781313889,False,True,False,False,False,True,True,False,True,False
3,1570.247934,28.5942,77.3675,0.060499999995542106,2212.2617685000005,True,False,False,False,False,True,True,False,True,False
1,370.9810387,18.52417,73.61583,0.048520000006135086,1363.6721496111002,False,True,False,False,True,True,True,False,False,False
2,981.896891,18.669919,73.853723,0.05081999999936857,1378.843026258437,True,False,True,False,True,False,True,True,False,False
4,1993.024415,28.66667,77.41667,0.06020999998637749,2219.2781313889,True,False,False,False,False,True,True,False,True,False
4,2355.072464,28.50437,76.996356,0.05519999999456492,2194.73262007572,True,False,False,False,True,True,True,False,False,True
3,1855.517071,28.576117,77.382136,0.08083999998941535,2211.280972045912,True,False,False,False,True,True,True,False,True,False
2,1299.038711,12.9958935,77.761394,0.07698000002095397,1010.5787948355389,True,False,False,False,False,True,True,False,True,False
4,433333.3333,9.893479,76.408774,0.00015000000001153847,755.9486009847459,False,True,False,False,False,True,True,False,False,True
3,1825.557809,22.35962,73.187321,0.02465000000446439,1636.44068637802,False,True,False,False,False,True,True,False,True,False
3,1230.314961,28.19491,76.826552,0.020319999993887745,2166.11771925032,True,False,False,False,False,True,True,False,True,False
3,1665.001665,12.86,77.786,0.06006000000006006,1000.32796,True,False,False,False,True,True,True,False,True,False
2,1250.0,30.06583,78.274812,0.0336,2353.39719087396,False,True,True,False,False,False,True,False,True,False
4,3466.666667,28.488415000000003,77.285903,0.07499999999278846,2201.7528783137454,True,False,False,False,True,True,True,False,False,True
3,1580.521145,30.657375,76.85385500000001,0.023409999997184475,2356.1374529306254,True,False,True,False,True,False,True,False,True,False
7,4599.816007,19.0284965,73.3192845,0.20653000001615063,1395.1557484907541,True,False,False,False,False,True,True,False,False,True
3,1400.258509,22.729423,75.890451,0.04642000000872696,1724.946162439773,True,False,False,False,False,True,True,False,True,False
2,978.313253,26.893148,75.739769,0.041500000000511086,2036.8808172028118,False,False,True,False,True,False,False,True,False,False
5,2950.819672,30.547898,76.802181,0.030500000001355554,2346.1451913655383,False,True,False,False,False,True,True,False,False,True
2,494.9152542,21.765,72.13694,0.014750000001111301,1570.0604991,True,False,False,False,False,True,True,False,False,False
3,1604.464597,27.553339,78.673469,0.028670000002499276,2167.716761662991,False,True,False,False,True,True,True,False,True,False
3,1230.0123,12.96991,77.59796,0.073170000007317,1006.4385573836,False,True,False,False,False,True,True,False,True,False
2,1177.226027,12.884548,77.861952,0.04672000001576588,1003.216057917696,True,False,False,False,False,True,True,False,True,False
3,1484.88121,28.9196,76.8972,0.03703999998760844,2223.83626512,True,False,False,False,False,True,True,False,True,False
2,1400.367309,23.260765,77.386515,0.021780000007126703,1800.069539583975,False,True,False,False,False,True,True,False,True,False
2,1168.861529,19.1758,72.8643,0.1283299999858238,1397.23124394,True,False,True,False,True,False,True,False,True,False
5,5800.334635,18.558319,73.77588,0.08964999999521579,1369.1563155457202,True,False,False,False,True,True,True,False,False,True
1,585.0058501,24.69028,78.41889,0.11110999999211803,1936.1843513892002,True,False,False,False,False,True,True,True,False,False
2,1150.337168,22.3,73.2,0.02520999999541004,1632.3600000000001,False,True,False,False,False,True,True,False,True,False
4,5449.888277,13.02375,77.57785200000001,0.1834900000097745,1010.3545499850001,True,False,True,False,False,False,True,False,False,True
2,1000.0,12.960634,77.523237,0.045,1004.7503012522579,True,False,False,False,False,True,True,True,False,False
3,1555.002666,11.013061,76.950136,0.05626999998982638,847.456541726296,True,False,False,False,False,True,True,False,True,False
3,1560.20558,28.63676,77.36315,0.05448000000102551,2215.429959394,True,False,False,False,True,True,True,False,True,False
3,1350.435624,30.75501,76.64051500000001,0.020660000006042494,2357.07980523015,False,True,False,False,False,True,True,False,True,False
3,1414.200321,13.34222,77.10167,0.06858999998770329,1028.7074435073998,True,False,False,False,False,True,True,False,True,False
2,600.0,22.29691,70.79836,0.07,1578.5846610676,False,True,False,False,False,True,True,True,False,False
2,775.1937984,10.794455,79.151794,0.01677000000107328,854.4004785022698,False,True,False,False,False,True,True,True,False,False
2,708.5561497,21.250659,81.659113,0.02992000000137745,1735.309964605467,False,True,True,False,True,False,True,True,False,False
2,1429.200617,30.661104,76.746082,0.04540999998742654,2353.119601794528,True,False,False,False,True,True,True,False,True,False
2,828.1110116,22.72,88.38,0.02234000000103368,2007.9935999999998,False,True,False,False,False,True,True,True,False,False
3,1328.552557,13.062455,80.156453,0.05299000000343984,1047.040060272115,True,False,True,False,True,False,False,False,True,False
3,1600.0,30.662283,76.822397,0.035,2355.5500775523506,True,False,False,False,True,True,True,False,True,False
2,925.7533395,15.535439000000002,73.764454,0.0643800000032298,1145.9631754853062,True,False,False,False,False,True,True,True,False,False
2,1080.1828,12.762714,77.766821,0.048140000007406154,992.515695112194,False,True,False,False,False,True,True,False,True,False
2,1000.0,28.2102,76.8606,0.018,2168.2528981200003,True,False,False,False,False,True,True,True,False,False
1,549.9276411000001,28.66667,77.41667,0.0345499999999909,2219.2781313889,False,True,False,False,False,True,True,True,False,False
3,1100.208147,22.69995,88.390833,0.03363000001489718,2006.46748955835,False,True,False,False,False,True,True,False,True,False
2,1225.239943,28.498742,77.400598,0.048969999992891186,2205.819673047716,False,True,False,False,True,True,True,False,True,False
3,2012.882448,22.54111,88.33778000000001,0.07451999998759987,1991.2316161358,True,False,False,False,False,True,True,False,False,True
2,1000.0,26.91667,75.86667,0.024,2042.0781203889,True,False,False,False,False,True,True,True,False,False
2,810.0810081000001,18.669919,73.853723,0.05555000000005555,1378.843026258437,False,True,False,False,True,True,True,True,False,False
3,1756.036375,19.221571,73.042474,0.15945000000355916,1403.991100006654,True,False,False,False,False,True,True,False,True,False
4,2726.171244,12.8855,77.5638,0.09903999999788714,999.4483449,True,False,False,False,True,True,True,False,False,True
3,1243.076923,26.154874,91.670312,0.032500000002011135,2397.625459900688,True,False,True,False,False,False,True,False,True,False
3,1300.142248,28.57,77.32,0.03514999998677068,2209.0324,True,False,False,False,False,True,True,False,True,False
2,902.0960467,18.539812,73.737678,0.0753799999997273,1367.0826874365362,True,False,False,False,True,True,True,True,False,False
2,1189.885969,20.386816,72.90114799999999,0.04034000000885799,1486.2222904647679,False,True,False,False,True,True,True,False,True,False
5,7427.905622,28.522931,77.357078,0.06865999999912223,2206.450598155618,True,False,False,False,True,True,True,False,False,True
2,1264.150943,28.874383,77.113251,0.02650000000830597,2226.5975437491334,True,False,False,False,False,True,True,False,True,False
2,800.0,12.863452,74.86075799999999,0.0375,962.9677672166159,True,False,False,False,False,True,True,True,False,False
2,950.2515372,21.094632,79.074805,0.035779999998930806,1668.05391194676,True,False,False,False,False,True,True,True,False,False
2,996.797438,26.900926,75.775927,0.024979999998756015,2038.4426048084017,True,False,False,False,True,True,True,True,False,False
2,527.4957141,18.96667,72.83333,0.2274899999988455,1381.4057351111,True,False,True,False,True,False,True,True,False,False
2,1250.0,50.817397,4.42145,0.036,224.68657996565,False,True,False,False,False,True,True,False,True,False
3,1761.207685,28.63676,77.36315,0.04372000000669995,2215.429959394,True,False,False,False,True,True,True,False,True,False
2,1084.285714,28.429614,77.481711,0.07000000001844532,2202.775135789554,True,False,True,False,True,False,False,False,True,False
2,1028.080229,18.96,72.82,0.08725000001921057,1380.6671999999999,True,False,False,False,True,True,True,False,True,False
3,1661.129568,28.431862,77.351104,0.03612000000231168,2199.2359144756483,True,False,False,False,False,True,True,False,True,False
2,820.4334365,30.712867,76.648557,0.019380000000767887,2354.0969368829187,True,False,False,False,True,True,True,True,False,False
3,1720.1631489999995,28.396092,76.972169,0.056390000016213596,2185.7087923635477,True,False,False,False,True,True,True,False,True,False
1,731.9304666,13.09,80.27,0.05465000000042353,1050.7342999999998,True,False,False,False,False,True,True,True,False,False
3,1150.146382,13.022383,76.13309699999999,0.047820000011094245,991.4343481101508,False,True,False,False,False,True,True,False,True,False
3,1700.1020059999998,24.69028,78.41889,0.058820000004164465,1936.1843513892002,True,False,False,False,True,True,True,False,True,False
2,818.6046512,26.724219,88.326357,0.021499999999022728,2360.452907940183,True,False,True,False,False,False,True,True,False,False
3,1752.683732,13.118911,77.621325,0.04844000001250654,1018.3072543770751,True,False,False,False,True,True,True,False,True,False
3,1509.153884,18.452663,73.93104,0.04042000000577807,1364.22456635952,True,False,False,False,False,True,True,False,True,False
2,1350.063532,27.61194,75.13972,0.06296000001872505,2074.7534402568,False,True,False,False,False,True,True,False,True,False
2,1250.0,28.506454,77.40956800000001,0.056,2206.672289351872,True,False,False,False,False,True,True,False,True,False
1,655.0218341,18.973908,73.02510600000001,0.0686999999959238,1385.5716429342483,True,False,False,False,False,True,True,True,False,False
2,594.2091616,24.69028,78.41889,0.18512000000775483,1936.1843513892002,True,False,False,False,True,True,True,True,False,False
2,1040.118871,18.475864,73.89000899999999,0.05383999998592469,1365.181757242776,True,False,False,False,False,True,True,False,True,False
3,1680.244399,12.863589,77.656426,0.05892000000649906,998.9403472729139,False,True,False,False,True,True,True,False,True,False
